Code,Name
CURRFX/MGAUSD,Currency Exchange Rates - MGA vs USD
CURRFX/LYDUSD,Currency Exchange Rates - LYD vs USD
CURRFX/MDLUSD,Currency Exchange Rates - MDL vs USD
CURRFX/NZDSEK,Currency Exchange Rates - NZD vs SEK
CURRFX/USDAOA,Currency Exchange Rates - USD vs AOA
CURRFX/TNDEUR,Currency Exchange Rates - TND vs EUR
CURRFX/USDBRL,Currency Exchange Rates - USD vs BRL
CURRFX/USDUGX,Currency Exchange Rates - USD vs UGX
CURRFX/THBAUD,Currency Exchange Rates - THB vs AUD
CURRFX/TTDUSD,Currency Exchange Rates - TTD vs USD
CURRFX/VNDEUR,Currency Exchange Rates - VND vs EUR
CURRFX/USDBOB,Currency Exchange Rates - USD vs BOB
CURRFX/UAHAUD,Currency Exchange Rates - UAH vs AUD
CURRFX/USDWST,Currency Exchange Rates - USD vs WST
CURRFX/EURLVL,Currency Exchange Rates - EUR vs LVL
CURRFX/EURLTL,Currency Exchange Rates - EUR vs LTL
CURRFX/FRFIDR,Currency Exchange Rates - FRF vs IDR
CURRFX/FRFGBP,Currency Exchange Rates - FRF vs GBP
CURRFX/FRFCNY,Currency Exchange Rates - FRF vs CNY
CURRFX/FRFRUB,Currency Exchange Rates - FRF vs RUB
CURRFX/FRFINR,Currency Exchange Rates - FRF vs INR
CURRFX/LVLCNY,Currency Exchange Rates - LVL vs CNY
CURRFX/CNYFRF,Currency Exchange Rates - CNY vs FRF
CURRFX/AUDFRF,Currency Exchange Rates - AUD vs FRF
CURRFX/AUDLTL,Currency Exchange Rates - AUD vs LTL
CURRFX/CVEUSD,Currency Exchange Rates - CVE vs USD
CURRFX/GYDEUR,Currency Exchange Rates - GYD vs EUR
CURRFX/IDRZMK,Currency Exchange Rates - IDR vs ZMK
CURRFX/KMFAUD,Currency Exchange Rates - KMF vs AUD
CURRFX/AUDBHD,Currency Exchange Rates - AUD vs BHD
CURRFX/BOBAUD,Currency Exchange Rates - BOB vs AUD
CURRFX/CHFNOK,Currency Exchange Rates - CHF vs NOK
CURRFX/EURAWG,Currency Exchange Rates - EUR vs AWG
CURRFX/USDGEL,Currency Exchange Rates - USD vs GEL
CURRFX/XOFAUD,Currency Exchange Rates - XOF vs AUD
CURRFX/UGXAUD,Currency Exchange Rates - UGX vs AUD
CURRFX/USDBIF,Currency Exchange Rates - USD vs BIF
CURRFX/ZMKAUD,Currency Exchange Rates - ZMK vs AUD
CURRFX/BIFEUR,Currency Exchange Rates - BIF vs EUR
CURRFX/EGPEUR,Currency Exchange Rates - EGP vs EUR
CURRFX/EURARS,Currency Exchange Rates - EUR vs ARS
CURRFX/AEDUSD,Currency Exchange Rates - AED vs USD
CURRFX/AUDMNT,Currency Exchange Rates - AUD vs MNT
CURRFX/AFNUSD,Currency Exchange Rates - AFN vs USD
CURRFX/AUDSRD,Currency Exchange Rates - AUD vs SRD
CURRFX/AUDMGA,Currency Exchange Rates - AUD vs MGA
CURRFX/AUDLKR,Currency Exchange Rates - AUD vs LKR
CURRFX/AUDALL,Currency Exchange Rates - AUD vs ALL
CURRFX/AUDBTN,Currency Exchange Rates - AUD vs BTN
CURRFX/ARSEUR,Currency Exchange Rates - ARS vs EUR
CURRFX/AUDLAK,Currency Exchange Rates - AUD vs LAK
CURRFX/AUDBDT,Currency Exchange Rates - AUD vs BDT
CURRFX/AUDCZK,Currency Exchange Rates - AUD vs CZK
CURRFX/AUDECS,Currency Exchange Rates - AUD vs ECS
CURRFX/BBDUSD,Currency Exchange Rates - BBD vs USD
CURRFX/BRLAUD,Currency Exchange Rates - BRL vs AUD
CURRFX/CADIDR,Currency Exchange Rates - CAD vs IDR
CURRFX/BRLEUR,Currency Exchange Rates - BRL vs EUR
CURRFX/BMDUSD,Currency Exchange Rates - BMD vs USD
CURRFX/BYRAUD,Currency Exchange Rates - BYR vs AUD
CURRFX/TRYAUD,Currency Exchange Rates - TRY vs AUD
CURRFX/USDMUR,Currency Exchange Rates - USD vs MUR
CURRFX/USDBGN,Currency Exchange Rates - USD vs BGN
CURRFX/USDIRR,Currency Exchange Rates - USD vs IRR
CURRFX/USDMKD,Currency Exchange Rates - USD vs MKD
CURRFX/EURBBD,Currency Exchange Rates - EUR vs BBD
CURRFX/DOPAUD,Currency Exchange Rates - DOP vs AUD
CURRFX/GTQUSD,Currency Exchange Rates - GTQ vs USD
CURRFX/ETBEUR,Currency Exchange Rates - ETB vs EUR
CURRFX/EURGNF,Currency Exchange Rates - EUR vs GNF
CURRFX/EURMMK,Currency Exchange Rates - EUR vs MMK
CURRFX/EURCZK,Currency Exchange Rates - EUR vs CZK
CURRFX/EURKZT,Currency Exchange Rates - EUR vs KZT
CURRFX/EURSRD,Currency Exchange Rates - EUR vs SRD
CURRFX/HKDUSD,Currency Exchange Rates - HKD vs USD
CURRFX/MWKAUD,Currency Exchange Rates - MWK vs AUD
CURRFX/KYDEUR,Currency Exchange Rates - KYD vs EUR
CURRFX/JMDAUD,Currency Exchange Rates - JMD vs AUD
CURRFX/KESEUR,Currency Exchange Rates - KES vs EUR
CURRFX/KGSEUR,Currency Exchange Rates - KGS vs EUR
CURRFX/KZTAUD,Currency Exchange Rates - KZT vs AUD
CURRFX/LYDEUR,Currency Exchange Rates - LYD vs EUR
CURRFX/LYDAUD,Currency Exchange Rates - LYD vs AUD
CURRFX/NADEUR,Currency Exchange Rates - NAD vs EUR
CURRFX/NOKSEK,Currency Exchange Rates - NOK vs SEK
CURRFX/PGKUSD,Currency Exchange Rates - PGK vs USD
CURRFX/USDMVR,Currency Exchange Rates - USD vs MVR
CURRFX/USDXPF,Currency Exchange Rates - USD vs XPF
CURRFX/QARAUD,Currency Exchange Rates - QAR vs AUD
CURRFX/USDZMW,Currency Exchange Rates - USD vs ZMW
CURRFX/AUDHKD,Currency Exchange Rates - AUD vs HKD
CURRFX/AUDGHS,Currency Exchange Rates - AUD vs GHS
CURRFX/BMDEUR,Currency Exchange Rates - BMD vs EUR
CURRFX/EURHTG,Currency Exchange Rates - EUR vs HTG
CURRFX/SYPEUR,Currency Exchange Rates - SYP vs EUR
CURRFX/IRREUR,Currency Exchange Rates - IRR vs EUR
CURRFX/MGAEUR,Currency Exchange Rates - MGA vs EUR
CURRFX/OMRAUD,Currency Exchange Rates - OMR vs AUD
CURRFX/BBDAUD,Currency Exchange Rates - BBD vs AUD
CURRFX/AUDZWD,Currency Exchange Rates - AUD vs ZWD
CURRFX/SDDUSD,Currency Exchange Rates - SDD vs USD
CURRFX/GBPAZM,Currency Exchange Rates - GBP vs AZM
CURRFX/AUDSLL,Currency Exchange Rates - AUD vs SLL
CURRFX/EURNIO,Currency Exchange Rates - EUR vs NIO
CURRFX/FJDEUR,Currency Exchange Rates - FJD vs EUR
CURRFX/FKPUSD,Currency Exchange Rates - FKP vs USD
CURRFX/GELAUD,Currency Exchange Rates - GEL vs AUD
CURRFX/LAKEUR,Currency Exchange Rates - LAK vs EUR
CURRFX/JPYUSD,Currency Exchange Rates - JPY vs USD
CURRFX/KRWUSD,Currency Exchange Rates - KRW vs USD
CURRFX/MKDEUR,Currency Exchange Rates - MKD vs EUR
CURRFX/KYDAUD,Currency Exchange Rates - KYD vs AUD
CURRFX/MADAUD,Currency Exchange Rates - MAD vs AUD
CURRFX/NZDNOK,Currency Exchange Rates - NZD vs NOK
CURRFX/PHPEUR,Currency Exchange Rates - PHP vs EUR
CURRFX/RSDUSD,Currency Exchange Rates - RSD vs USD
CURRFX/PYGEUR,Currency Exchange Rates - PYG vs EUR
CURRFX/USDETB,Currency Exchange Rates - USD vs ETB
CURRFX/TWDAUD,Currency Exchange Rates - TWD vs AUD
CURRFX/SZLUSD,Currency Exchange Rates - SZL vs USD
CURRFX/USDDJF,Currency Exchange Rates - USD vs DJF
CURRFX/USDMNT,Currency Exchange Rates - USD vs MNT
CURRFX/USDISK,Currency Exchange Rates - USD vs ISK
CURRFX/USDBZD,Currency Exchange Rates - USD vs BZD
CURRFX/USDAFN,Currency Exchange Rates - USD vs AFN
CURRFX/USDBSD,Currency Exchange Rates - USD vs BSD
CURRFX/USDLAK,Currency Exchange Rates - USD vs LAK
CURRFX/USDNZD,Currency Exchange Rates - USD vs NZD
CURRFX/AMDEUR,Currency Exchange Rates - AMD vs EUR
CURRFX/CADNZD,Currency Exchange Rates - CAD vs NZD
CURRFX/EURQAR,Currency Exchange Rates - EUR vs QAR
CURRFX/AUDBWP,Currency Exchange Rates - AUD vs BWP
CURRFX/AUDFKP,Currency Exchange Rates - AUD vs FKP
CURRFX/AUDMKD,Currency Exchange Rates - AUD vs MKD
CURRFX/IDRROL,Currency Exchange Rates - IDR vs ROL
CURRFX/FKPEUR,Currency Exchange Rates - FKP vs EUR
CURRFX/EURTMT,Currency Exchange Rates - EUR vs TMT
CURRFX/USDOMR,Currency Exchange Rates - USD vs OMR
CURRFX/ILSEUR,Currency Exchange Rates - ILS vs EUR
CURRFX/LRDUSD,Currency Exchange Rates - LRD vs USD
CURRFX/MDLEUR,Currency Exchange Rates - MDL vs EUR
CURRFX/LKRAUD,Currency Exchange Rates - LKR vs AUD
CURRFX/MZNUSD,Currency Exchange Rates - MZN vs USD
CURRFX/USDDKK,Currency Exchange Rates - USD vs DKK
CURRFX/TZSAUD,Currency Exchange Rates - TZS vs AUD
CURRFX/USDMAD,Currency Exchange Rates - USD vs MAD
CURRFX/AUDKWD,Currency Exchange Rates - AUD vs KWD
CURRFX/AWGAUD,Currency Exchange Rates - AWG vs AUD
CURRFX/AUDQAR,Currency Exchange Rates - AUD vs QAR
CURRFX/AUDUGX,Currency Exchange Rates - AUD vs UGX
CURRFX/AUDCUP,Currency Exchange Rates - AUD vs CUP
CURRFX/AUDPLN,Currency Exchange Rates - AUD vs PLN
CURRFX/AUDMWK,Currency Exchange Rates - AUD vs MWK
CURRFX/AUDSTD,Currency Exchange Rates - AUD vs STD
CURRFX/AUDTHB,Currency Exchange Rates - AUD vs THB
CURRFX/AUDXCD,Currency Exchange Rates - AUD vs XCD
CURRFX/AWGUSD,Currency Exchange Rates - AWG vs USD
CURRFX/BZDAUD,Currency Exchange Rates - BZD vs AUD
CURRFX/CLPEUR,Currency Exchange Rates - CLP vs EUR
CURRFX/EURMGA,Currency Exchange Rates - EUR vs MGA
CURRFX/EURDJF,Currency Exchange Rates - EUR vs DJF
CURRFX/PABEUR,Currency Exchange Rates - PAB vs EUR
CURRFX/KESAUD,Currency Exchange Rates - KES vs AUD
CURRFX/KESINR,Currency Exchange Rates - KES vs INR
CURRFX/LAKAUD,Currency Exchange Rates - LAK vs AUD
CURRFX/PHPAUD,Currency Exchange Rates - PHP vs AUD
CURRFX/SDGUSD,Currency Exchange Rates - SDG vs USD
CURRFX/USDAED,Currency Exchange Rates - USD vs AED
CURRFX/SVCAUD,Currency Exchange Rates - SVC vs AUD
CURRFX/USDIQD,Currency Exchange Rates - USD vs IQD
CURRFX/TTDAUD,Currency Exchange Rates - TTD vs AUD
CURRFX/USDJOD,Currency Exchange Rates - USD vs JOD
CURRFX/USDJPY,Currency Exchange Rates - USD vs JPY
CURRFX/USDZAR,Currency Exchange Rates - USD vs ZAR
CURRFX/USDSGD,Currency Exchange Rates - USD vs SGD
CURRFX/USDTZS,Currency Exchange Rates - USD vs TZS
CURRFX/VEFEUR,Currency Exchange Rates - VEF vs EUR
CURRFX/XPFEUR,Currency Exchange Rates - XPF vs EUR
CURRFX/IDREEK,Currency Exchange Rates - IDR vs EEK
CURRFX/LAKUSD,Currency Exchange Rates - LAK vs USD
CURRFX/LTLUSD,Currency Exchange Rates - LTL vs USD
CURRFX/SDDIDR,Currency Exchange Rates - SDD vs IDR
CURRFX/HKDAUD,Currency Exchange Rates - HKD vs AUD
CURRFX/SKKIDR,Currency Exchange Rates - SKK vs IDR
CURRFX/UZSEUR,Currency Exchange Rates - UZS vs EUR
CURRFX/AUDGYD,Currency Exchange Rates - AUD vs GYD
CURRFX/VNDAUD,Currency Exchange Rates - VND vs AUD
CURRFX/GIPEUR,Currency Exchange Rates - GIP vs EUR
CURRFX/SEKCAD,Currency Exchange Rates - SEK vs CAD
CURRFX/MKDUSD,Currency Exchange Rates - MKD vs USD
CURRFX/CLPAUD,Currency Exchange Rates - CLP vs AUD
CURRFX/EURDOP,Currency Exchange Rates - EUR vs DOP
CURRFX/USDFJD,Currency Exchange Rates - USD vs FJD
CURRFX/PABUSD,Currency Exchange Rates - PAB vs USD
CURRFX/TMTUSD,Currency Exchange Rates - TMT vs USD
CURRFX/USDBDT,Currency Exchange Rates - USD vs BDT
CURRFX/USDVND,Currency Exchange Rates - USD vs VND
CURRFX/USDLSL,Currency Exchange Rates - USD vs LSL
CURRFX/AUDAZN,Currency Exchange Rates - AUD vs AZN
CURRFX/AUDEGP,Currency Exchange Rates - AUD vs EGP
CURRFX/AUDJMD,Currency Exchange Rates - AUD vs JMD
CURRFX/AUDLRD,Currency Exchange Rates - AUD vs LRD
CURRFX/BZDEUR,Currency Exchange Rates - BZD vs EUR
CURRFX/EURLKR,Currency Exchange Rates - EUR vs LKR
CURRFX/EURSZL,Currency Exchange Rates - EUR vs SZL
CURRFX/EGPUSD,Currency Exchange Rates - EGP vs USD
CURRFX/EURSTD,Currency Exchange Rates - EUR vs STD
CURRFX/ETBUSD,Currency Exchange Rates - ETB vs USD
CURRFX/EURBYR,Currency Exchange Rates - EUR vs BYR
CURRFX/EURGHS,Currency Exchange Rates - EUR vs GHS
CURRFX/EURYER,Currency Exchange Rates - EUR vs YER
CURRFX/EURXCD,Currency Exchange Rates - EUR vs XCD
CURRFX/MNTUSD,Currency Exchange Rates - MNT vs USD
CURRFX/LSLAUD,Currency Exchange Rates - LSL vs AUD
CURRFX/NADUSD,Currency Exchange Rates - NAD vs USD
CURRFX/NOKEUR,Currency Exchange Rates - NOK vs EUR
CURRFX/SARAUD,Currency Exchange Rates - SAR vs AUD
CURRFX/TOPEUR,Currency Exchange Rates - TOP vs EUR
CURRFX/SCREUR,Currency Exchange Rates - SCR vs EUR
CURRFX/SEKEUR,Currency Exchange Rates - SEK vs EUR
CURRFX/USDCRC,Currency Exchange Rates - USD vs CRC
CURRFX/USDJMD,Currency Exchange Rates - USD vs JMD
CURRFX/SOSUSD,Currency Exchange Rates - SOS vs USD
CURRFX/SZLAUD,Currency Exchange Rates - SZL vs AUD
CURRFX/USDCOP,Currency Exchange Rates - USD vs COP
CURRFX/USDKPW,Currency Exchange Rates - USD vs KPW
CURRFX/YEREUR,Currency Exchange Rates - YER vs EUR
CURRFX/USDSCR,Currency Exchange Rates - USD vs SCR
CURRFX/USDFKP,Currency Exchange Rates - USD vs FKP
CURRFX/KPWUSD,Currency Exchange Rates - KPW vs USD
CURRFX/LVLEUR,Currency Exchange Rates - LVL vs EUR
CURRFX/MADUSD,Currency Exchange Rates - MAD vs USD
CURRFX/UZSUSD,Currency Exchange Rates - UZS vs USD
CURRFX/JPYEUR,Currency Exchange Rates - JPY vs EUR
CURRFX/LBPAUD,Currency Exchange Rates - LBP vs AUD
CURRFX/SRDEUR,Currency Exchange Rates - SRD vs EUR
CURRFX/AUDSRG,Currency Exchange Rates - AUD vs SRG
CURRFX/PLNUSD,Currency Exchange Rates - PLN vs USD
CURRFX/TWDEUR,Currency Exchange Rates - TWD vs EUR
CURRFX/UAHUSD,Currency Exchange Rates - UAH vs USD
CURRFX/USDNIO,Currency Exchange Rates - USD vs NIO
CURRFX/BWPAUD,Currency Exchange Rates - BWP vs AUD
CURRFX/ALLAUD,Currency Exchange Rates - ALL vs AUD
CURRFX/AUDLYD,Currency Exchange Rates - AUD vs LYD
CURRFX/AUDTZS,Currency Exchange Rates - AUD vs TZS
CURRFX/BSDUSD,Currency Exchange Rates - BSD vs USD
CURRFX/CRCAUD,Currency Exchange Rates - CRC vs AUD
CURRFX/EURPEN,Currency Exchange Rates - EUR vs PEN
CURRFX/EURCRC,Currency Exchange Rates - EUR vs CRC
CURRFX/EURFJD,Currency Exchange Rates - EUR vs FJD
CURRFX/ETBAUD,Currency Exchange Rates - ETB vs AUD
CURRFX/GYDUSD,Currency Exchange Rates - GYD vs USD
CURRFX/ISKUSD,Currency Exchange Rates - ISK vs USD
CURRFX/KZTEUR,Currency Exchange Rates - KZT vs EUR
CURRFX/USDAZM,Currency Exchange Rates - USD vs AZM
CURRFX/SRGAUD,Currency Exchange Rates - SRG vs AUD
CURRFX/SRDUSD,Currency Exchange Rates - SRD vs USD
CURRFX/DZDUSD,Currency Exchange Rates - DZD vs USD
CURRFX/AUDAMD,Currency Exchange Rates - AUD vs AMD
CURRFX/ECSAUD,Currency Exchange Rates - ECS vs AUD
CURRFX/NADAUD,Currency Exchange Rates - NAD vs AUD
CURRFX/EURXPF,Currency Exchange Rates - EUR vs XPF
CURRFX/AUDZMK,Currency Exchange Rates - AUD vs ZMK
CURRFX/AOAUSD,Currency Exchange Rates - AOA vs USD
CURRFX/AUDAWG,Currency Exchange Rates - AUD vs AWG
CURRFX/AUDCVE,Currency Exchange Rates - AUD vs CVE
CURRFX/AUDHNL,Currency Exchange Rates - AUD vs HNL
CURRFX/AZNAUD,Currency Exchange Rates - AZN vs AUD
CURRFX/USDSRG,Currency Exchange Rates - USD vs SRG
CURRFX/CADJPY,Currency Exchange Rates - CAD vs JPY
CURRFX/COPEUR,Currency Exchange Rates - COP vs EUR
CURRFX/EURANG,Currency Exchange Rates - EUR vs ANG
CURRFX/DJFAUD,Currency Exchange Rates - DJF vs AUD
CURRFX/TJSAUD,Currency Exchange Rates - TJS vs AUD
CURRFX/TOPAUD,Currency Exchange Rates - TOP vs AUD
CURRFX/TJSUSD,Currency Exchange Rates - TJS vs USD
CURRFX/USDKMF,Currency Exchange Rates - USD vs KMF
CURRFX/TTDEUR,Currency Exchange Rates - TTD vs EUR
CURRFX/USDCZK,Currency Exchange Rates - USD vs CZK
CURRFX/USDMRO,Currency Exchange Rates - USD vs MRO
CURRFX/GNFUSD,Currency Exchange Rates - GNF vs USD
CURRFX/AUDSCR,Currency Exchange Rates - AUD vs SCR
CURRFX/ARSAUD,Currency Exchange Rates - ARS vs AUD
CURRFX/AUDISK,Currency Exchange Rates - AUD vs ISK
CURRFX/AUDDOP,Currency Exchange Rates - AUD vs DOP
CURRFX/AUDHUF,Currency Exchange Rates - AUD vs HUF
CURRFX/EURBZD,Currency Exchange Rates - EUR vs BZD
CURRFX/EURIQD,Currency Exchange Rates - EUR vs IQD
CURRFX/EURAFN,Currency Exchange Rates - EUR vs AFN
CURRFX/EURRWF,Currency Exchange Rates - EUR vs RWF
CURRFX/FKPAUD,Currency Exchange Rates - FKP vs AUD
CURRFX/EURSCR,Currency Exchange Rates - EUR vs SCR
CURRFX/BNDEUR,Currency Exchange Rates - BND vs EUR
CURRFX/BYREUR,Currency Exchange Rates - BYR vs EUR
CURRFX/HRKUSD,Currency Exchange Rates - HRK vs USD
CURRFX/JODAUD,Currency Exchange Rates - JOD vs AUD
CURRFX/CVEEUR,Currency Exchange Rates - CVE vs EUR
CURRFX/KHRUSD,Currency Exchange Rates - KHR vs USD
CURRFX/DOPUSD,Currency Exchange Rates - DOP vs USD
CURRFX/LTLAUD,Currency Exchange Rates - LTL vs AUD
CURRFX/EURGEL,Currency Exchange Rates - EUR vs GEL
CURRFX/EURCLP,Currency Exchange Rates - EUR vs CLP
CURRFX/EURTTD,Currency Exchange Rates - EUR vs TTD
CURRFX/PGKEUR,Currency Exchange Rates - PGK vs EUR
CURRFX/RSDAUD,Currency Exchange Rates - RSD vs AUD
CURRFX/NPREUR,Currency Exchange Rates - NPR vs EUR
CURRFX/KGSUSD,Currency Exchange Rates - KGS vs USD
CURRFX/KYDUSD,Currency Exchange Rates - KYD vs USD
CURRFX/NZDEUR,Currency Exchange Rates - NZD vs EUR
CURRFX/SARUSD,Currency Exchange Rates - SAR vs USD
CURRFX/SEKUSD,Currency Exchange Rates - SEK vs USD
CURRFX/SLLEUR,Currency Exchange Rates - SLL vs EUR
CURRFX/KMFUSD,Currency Exchange Rates - KMF vs USD
CURRFX/LVLUSD,Currency Exchange Rates - LVL vs USD
CURRFX/QAREUR,Currency Exchange Rates - QAR vs EUR
CURRFX/SGDUSD,Currency Exchange Rates - SGD vs USD
CURRFX/TRYEUR,Currency Exchange Rates - TRY vs EUR
CURRFX/USDAWG,Currency Exchange Rates - USD vs AWG
CURRFX/USDAZN,Currency Exchange Rates - USD vs AZN
CURRFX/XAFAUD,Currency Exchange Rates - XAF vs AUD
CURRFX/USDGHS,Currency Exchange Rates - USD vs GHS
CURRFX/USDKES,Currency Exchange Rates - USD vs KES
CURRFX/USDLKR,Currency Exchange Rates - USD vs LKR
CURRFX/IDRSKK,Currency Exchange Rates - IDR vs SKK
CURRFX/EEKRUB,Currency Exchange Rates - EEK vs RUB
CURRFX/RUBROL,Currency Exchange Rates - RUB vs ROL
CURRFX/AUDCAD,Currency Exchange Rates - AUD vs CAD
CURRFX/ZMWUSD,Currency Exchange Rates - ZMW vs USD
CURRFX/EURSYP,Currency Exchange Rates - EUR vs SYP
CURRFX/ZWDEUR,Currency Exchange Rates - ZWD vs EUR
CURRFX/VEBEUR,Currency Exchange Rates - VEB vs EUR
CURRFX/SKKAUD,Currency Exchange Rates - SKK vs AUD
CURRFX/CNYTMM,Currency Exchange Rates - CNY vs TMM
CURRFX/EURAZM,Currency Exchange Rates - EUR vs AZM
CURRFX/INRVEB,Currency Exchange Rates - INR vs VEB
CURRFX/AUDSKK,Currency Exchange Rates - AUD vs SKK
CURRFX/USDLTL,Currency Exchange Rates - USD vs LTL
CURRFX/GHCUSD,Currency Exchange Rates - GHC vs USD
CURRFX/AZMUSD,Currency Exchange Rates - AZM vs USD
CURRFX/EURSRG,Currency Exchange Rates - EUR vs SRG
CURRFX/USDSDD,Currency Exchange Rates - USD vs SDD
CURRFX/USDSKK,Currency Exchange Rates - USD vs SKK
CURRFX/AUDGHC,Currency Exchange Rates - AUD vs GHC
CURRFX/EURSDD,Currency Exchange Rates - EUR vs SDD
CURRFX/VEBUSD,Currency Exchange Rates - VEB vs USD
CURRFX/USDGHC,Currency Exchange Rates - USD vs GHC
CURRFX/TMMEUR,Currency Exchange Rates - TMM vs EUR
CURRFX/USDMGF,Currency Exchange Rates - USD vs MGF
CURRFX/SHPUSD,Currency Exchange Rates - SHP vs USD
CURRFX/EURZWD,Currency Exchange Rates - EUR vs ZWD
CURRFX/AZMAUD,Currency Exchange Rates - AZM vs AUD
CURRFX/ROLIDR,Currency Exchange Rates - ROL vs IDR
CURRFX/USDSDG,Currency Exchange Rates - USD vs SDG
CURRFX/USDZMK,Currency Exchange Rates - USD vs ZMK
CURRFX/USDFRF,Currency Exchange Rates - USD vs FRF
CURRFX/USDKHR,Currency Exchange Rates - USD vs KHR
CURRFX/USDHUF,Currency Exchange Rates - USD vs HUF
CURRFX/SKKCNY,Currency Exchange Rates - SKK vs CNY
CURRFX/BGNAUD,Currency Exchange Rates - BGN vs AUD
CURRFX/EURTND,Currency Exchange Rates - EUR vs TND
CURRFX/LTLEUR,Currency Exchange Rates - LTL vs EUR
CURRFX/ZWDUSD,Currency Exchange Rates - ZWD vs USD
CURRFX/WSTUSD,Currency Exchange Rates - WST vs USD
CURRFX/EURRSD,Currency Exchange Rates - EUR vs RSD
CURRFX/EURCDF,Currency Exchange Rates - EUR vs CDF
CURRFX/ROLAUD,Currency Exchange Rates - ROL vs AUD
CURRFX/SRGEUR,Currency Exchange Rates - SRG vs EUR
CURRFX/SRDAUD,Currency Exchange Rates - SRD vs AUD
CURRFX/AUDGNF,Currency Exchange Rates - AUD vs GNF
CURRFX/INRSDD,Currency Exchange Rates - INR vs SDD
CURRFX/BHDAUD,Currency Exchange Rates - BHD vs AUD
CURRFX/CADSEK,Currency Exchange Rates - CAD vs SEK
CURRFX/CDFEUR,Currency Exchange Rates - CDF vs EUR
CURRFX/EURAMD,Currency Exchange Rates - EUR vs AMD
CURRFX/GMDAUD,Currency Exchange Rates - GMD vs AUD
CURRFX/RSDEUR,Currency Exchange Rates - RSD vs EUR
CURRFX/THBEUR,Currency Exchange Rates - THB vs EUR
CURRFX/AUDMGF,Currency Exchange Rates - AUD vs MGF
CURRFX/SDDEUR,Currency Exchange Rates - SDD vs EUR
CURRFX/USDTMM,Currency Exchange Rates - USD vs TMM
CURRFX/TMMUSD,Currency Exchange Rates - TMM vs USD
CURRFX/PKREUR,Currency Exchange Rates - PKR vs EUR
CURRFX/BIFUSD,Currency Exchange Rates - BIF vs USD
CURRFX/CHFAUD,Currency Exchange Rates - CHF vs AUD
CURRFX/FRFAUD,Currency Exchange Rates - FRF vs AUD
CURRFX/GMDUSD,Currency Exchange Rates - GMD vs USD
CURRFX/SEKJPY,Currency Exchange Rates - SEK vs JPY
CURRFX/USDGTQ,Currency Exchange Rates - USD vs GTQ
CURRFX/AUDAZM,Currency Exchange Rates - AUD vs AZM
CURRFX/AUDNPR,Currency Exchange Rates - AUD vs NPR
CURRFX/CADAUD,Currency Exchange Rates - CAD vs AUD
CURRFX/EURZMK,Currency Exchange Rates - EUR vs ZMK
CURRFX/EURVND,Currency Exchange Rates - EUR vs VND
CURRFX/EURMXN,Currency Exchange Rates - EUR vs MXN
CURRFX/ROLEUR,Currency Exchange Rates - ROL vs EUR
CURRFX/MVRAUD,Currency Exchange Rates - MVR vs AUD
CURRFX/USDKYD,Currency Exchange Rates - USD vs KYD
CURRFX/USDAUD,Currency Exchange Rates - USD vs AUD
CURRFX/XPFAUD,Currency Exchange Rates - XPF vs AUD
CURRFX/XCDUSD,Currency Exchange Rates - XCD vs USD
CURRFX/UYUUSD,Currency Exchange Rates - UYU vs USD
CURRFX/ZAREUR,Currency Exchange Rates - ZAR vs EUR
CURRFX/JMDEUR,Currency Exchange Rates - JMD vs EUR
CURRFX/AUDBZD,Currency Exchange Rates - AUD vs BZD
CURRFX/AUDILS,Currency Exchange Rates - AUD vs ILS
CURRFX/AUDKPW,Currency Exchange Rates - AUD vs KPW
CURRFX/BGNEUR,Currency Exchange Rates - BGN vs EUR
CURRFX/AZNEUR,Currency Exchange Rates - AZN vs EUR
CURRFX/AUDGTQ,Currency Exchange Rates - AUD vs GTQ
CURRFX/ANGUSD,Currency Exchange Rates - ANG vs USD
CURRFX/AUDCHF,Currency Exchange Rates - AUD vs CHF
CURRFX/AUDKMF,Currency Exchange Rates - AUD vs KMF
CURRFX/AUDIRR,Currency Exchange Rates - AUD vs IRR
CURRFX/BYRUSD,Currency Exchange Rates - BYR vs USD
CURRFX/CHFUSD,Currency Exchange Rates - CHF vs USD
CURRFX/CUPAUD,Currency Exchange Rates - CUP vs AUD
CURRFX/EURBHD,Currency Exchange Rates - EUR vs BHD
CURRFX/EURPYG,Currency Exchange Rates - EUR vs PYG
CURRFX/EURTZS,Currency Exchange Rates - EUR vs TZS
CURRFX/EURCVE,Currency Exchange Rates - EUR vs CVE
CURRFX/EURMUR,Currency Exchange Rates - EUR vs MUR
CURRFX/EURGTQ,Currency Exchange Rates - EUR vs GTQ
CURRFX/EURXAF,Currency Exchange Rates - EUR vs XAF
CURRFX/HTGAUD,Currency Exchange Rates - HTG vs AUD
CURRFX/GYDAUD,Currency Exchange Rates - GYD vs AUD
CURRFX/KHRAUD,Currency Exchange Rates - KHR vs AUD
CURRFX/OMRUSD,Currency Exchange Rates - OMR vs USD
CURRFX/SYPAUD,Currency Exchange Rates - SYP vs AUD
CURRFX/SEKCHF,Currency Exchange Rates - SEK vs CHF
CURRFX/SGDAUD,Currency Exchange Rates - SGD vs AUD
CURRFX/SDGAUD,Currency Exchange Rates - SDG vs AUD
CURRFX/TRYUSD,Currency Exchange Rates - TRY vs USD
CURRFX/UAHEUR,Currency Exchange Rates - UAH vs EUR
